Date,High,Low,Open,Close,Volume,Adj Close,Name
2020-01-02,24.95000076293945,24.13999938964844,24.21999931335449,24.76000022888184,3435878.0,24.599740982055664,STM.MI
2020-01-03,24.71999931335449,24.29999923706055,24.61000061035156,24.59000015258789,3022038.0,24.43084144592285,STM.MI
2020-01-06,24.26000022888184,23.399999618530273,24.190000534057614,24.03000068664551,4101782.0,23.874467849731445,STM.MI
2020-01-07,24.90999984741211,24.35000038146973,24.36000061035156,24.63999938964844,3923647.0,24.48051643371582,STM.MI
2020-01-08,24.68000030517578,24.0,24.06999969482422,24.6200008392334,3609657.0,24.46064758300781,STM.MI
2020-01-09,25.5,24.95000076293945,25.0,25.209999084472656,5534131.0,25.04682540893555,STM.MI
2020-01-10,25.36000061035156,24.709999084472656,25.32999992370605,24.709999084472656,3962508.0,24.55006217956543,STM.MI
2020-01-13,25.18000030517578,24.76000022888184,24.86000061035156,24.920000076293945,3254232.0,24.75870513916016,STM.MI
2020-01-14,25.190000534057614,24.790000915527344,25.040000915527344,25.09000015258789,2880764.0,24.92760467529297,STM.MI
2020-01-15,25.229999542236328,24.43000030517578,25.10000038146973,24.59000015258789,4085100.0,24.43084144592285,STM.MI
2020-01-16,25.01000022888184,24.70000076293945,24.940000534057614,24.76000022888184,2624427.0,24.599740982055664,STM.MI
2020-01-17,25.170000076293945,24.90999984741211,25.0,25.149999618530273,3007435.0,24.98721694946289,STM.MI
2020-01-20,25.420000076293945,25.11000061035156,25.20000076293945,25.34000015258789,2508321.0,25.175987243652344,STM.MI
2020-01-21,25.170000076293945,24.78000068664551,24.93000030517578,25.10000038146973,3679157.0,24.937538146972656,STM.MI
2020-01-22,25.36000061035156,25.07999992370605,25.209999084472656,25.34000015258789,3278652.0,25.175987243652344,STM.MI
2020-01-23,27.54999923706055,26.190000534057614,26.399999618530273,27.0,11554895.0,26.82524299621582,STM.MI
2020-01-24,27.8700008392334,27.229999542236328,27.479999542236328,27.75,5288071.0,27.57038688659668,STM.MI
2020-01-27,27.26000022888184,26.040000915527344,26.85000038146973,26.149999618530273,7563884.0,25.980743408203125,STM.MI
2020-01-28,27.059999465942386,26.06999969482422,26.520000457763672,27.059999465942386,6546672.0,26.88485336303711,STM.MI
2020-01-29,27.56999969482422,26.899999618530273,27.239999771118164,26.899999618530273,3780734.0,26.72589111328125,STM.MI
2020-01-30,26.70000076293945,26.170000076293945,26.36000061035156,26.45000076293945,4620105.0,26.2788028717041,STM.MI
2020-01-31,26.690000534057614,25.21999931335449,26.63999938964844,25.28000068664551,5882793.0,25.116374969482425,STM.MI
2020-02-03,25.81999969482422,25.04999923706055,25.25,25.76000022888184,3633011.0,25.59326934814453,STM.MI
2020-02-04,26.690000534057614,26.07999992370605,26.10000038146973,26.670000076293945,3652496.0,26.497377395629886,STM.MI
2020-02-05,27.60000038146973,26.540000915527344,26.70000076293945,27.38999938964844,6352615.0,27.21271705627441,STM.MI
2020-02-06,27.85000038146973,26.96999931335449,27.690000534057614,27.21999931335449,4126770.0,27.0438175201416,STM.MI
2020-02-07,27.21999931335449,26.670000076293945,27.11000061035156,27.21999931335449,4009580.0,27.0438175201416,STM.MI
2020-02-10,27.54999923706055,26.809999465942386,27.059999465942386,27.54999923706055,3198507.0,27.371681213378906,STM.MI
2020-02-11,28.29999923706055,27.6299991607666,27.989999771118164,28.26000022888184,4225360.0,28.07708549499512,STM.MI
2020-02-12,28.6299991607666,28.06999969482422,28.32999992370605,28.57999992370605,3682298.0,28.39501571655273,STM.MI
2020-02-13,29.38999938964844,28.399999618530273,28.520000457763672,29.35000038146973,4468407.0,29.16003227233887,STM.MI
2020-02-14,29.440000534057614,28.6299991607666,29.35000038146973,28.95000076293945,3348123.0,28.76262092590332,STM.MI
2020-02-17,29.21999931335449,27.96999931335449,29.04999923706055,28.18000030517578,4389856.0,27.99760627746582,STM.MI
2020-02-18,27.979999542236328,26.82999992370605,27.06999969482422,27.84000015258789,6466841.0,27.65980529785156,STM.MI
2020-02-19,29.1200008392334,28.149999618530273,28.229999542236328,29.1200008392334,4389127.0,28.93152236938477,STM.MI
2020-02-20,29.40999984741211,28.70000076293945,29.07999992370605,28.70000076293945,4184413.0,28.514240264892575,STM.MI
2020-02-21,29.290000915527344,28.059999465942386,28.690000534057614,28.290000915527344,5367267.0,28.106895446777344,STM.MI
2020-02-24,27.09000015258789,25.76000022888184,26.79999923706055,26.290000915527344,9775397.0,26.11983871459961,STM.MI
2020-02-25,26.85000038146973,25.78000068664551,26.78000068664551,26.09000015258789,7588822.0,25.92113304138184,STM.MI
2020-02-26,26.8799991607666,24.8799991607666,25.81999969482422,26.690000534057614,7897611.0,26.51725006103516,STM.MI
2020-02-27,26.239999771118164,24.270000457763672,25.93000030517578,24.86000061035156,9852816.0,24.69909477233887,STM.MI
2020-02-28,24.399999618530273,23.399999618530273,23.6200008392334,24.3799991607666,10461404.0,24.222198486328125,STM.MI
2020-03-02,25.25,23.21999931335449,25.13999938964844,24.309999465942386,8102144.0,24.15265274047852,STM.MI
2020-03-03,25.649999618530273,24.420000076293945,25.09000015258789,24.979999542236328,8411640.0,24.818317413330078,STM.MI
2020-03-04,25.26000022888184,24.459999084472656,25.040000915527344,24.709999084472656,6052671.0,24.55006217956543,STM.MI
2020-03-05,25.190000534057614,24.01000022888184,25.0,24.43000030517578,4986941.0,24.27187538146973,STM.MI
2020-03-06,23.95000076293945,23.04999923706055,23.6200008392334,23.290000915527344,6404025.0,23.13925552368164,STM.MI
2020-03-09,21.68000030517578,20.600000381469727,21.18000030517578,20.93000030517578,11541601.0,20.794530868530273,STM.MI
2020-03-10,22.61000061035156,21.040000915527344,21.32999992370605,21.100000381469727,10235437.0,20.963430404663086,STM.MI
2020-03-11,21.530000686645508,20.489999771118164,21.440000534057614,20.68000030517578,7169277.0,20.5461483001709,STM.MI
2020-03-12,19.584999084472656,17.379999160766598,19.270000457763672,17.379999160766598,12833268.0,17.267507553100586,STM.MI
2020-03-13,19.959999084472656,17.719999313354492,18.100000381469727,18.145000457763672,10040610.0,18.027557373046875,STM.MI
2020-03-16,17.219999313354492,14.609999656677244,16.399999618530273,16.444999694824222,13763709.0,16.392765045166016,STM.MI
2020-03-17,17.549999237060547,15.449999809265135,17.245000839233402,16.190000534057614,9637255.0,16.13857650756836,STM.MI
2020-03-18,16.129999160766598,13.960000038146973,15.869999885559082,13.960000038146973,6462272.0,13.915657997131348,STM.MI
2020-03-19,15.085000038146973,13.699999809265135,14.600000381469727,15.085000038146973,7576018.0,15.037084579467773,STM.MI
2020-03-20,17.309999465942386,15.399999618530273,15.399999618530273,15.90999984741211,9050649.0,15.859464645385742,STM.MI
2020-03-23,16.600000381469727,14.770000457763672,15.109999656677244,16.069999694824222,6889466.0,16.018957138061527,STM.MI
2020-03-24,18.38999938964844,16.90999984741211,17.149999618530273,18.38999938964844,7599901.0,18.331586837768555,STM.MI
2020-03-25,19.799999237060547,18.420000076293945,19.21999931335449,19.440000534057614,6880640.0,19.378252029418945,STM.MI
2020-03-26,19.2450008392334,18.395000457763672,18.55500030517578,19.20499992370605,5800190.0,19.14399719238281,STM.MI
2020-03-27,19.53499984741211,18.420000076293945,19.020000457763672,18.46999931335449,4774970.0,18.411333084106445,STM.MI
2020-03-30,19.584999084472656,18.170000076293945,18.68000030517578,19.405000686645508,4175160.0,19.34336280822754,STM.MI
2020-03-31,19.98500061035156,19.1299991607666,19.799999237060547,19.875,4038495.0,19.81187057495117,STM.MI
2020-04-01,19.524999618530273,18.82999992370605,19.23500061035156,18.934999465942386,4282345.0,18.874855041503906,STM.MI
2020-04-02,19.19499969482422,18.309999465942386,19.030000686645508,18.48500061035156,4350020.0,18.426284790039066,STM.MI
2020-04-03,18.790000915527344,17.934999465942386,18.350000381469727,17.940000534057614,2987525.0,17.88301658630371,STM.MI
2020-04-06,19.59499931335449,18.540000915527344,18.739999771118164,19.59499931335449,4381767.0,19.532758712768555,STM.MI
2020-04-07,21.209999084472656,20.11000061035156,20.5,20.600000381469727,4542858.0,20.534568786621094,STM.MI
2020-04-08,21.200000762939453,20.26000022888184,20.38999938964844,21.200000762939453,3667537.0,21.132661819458008,STM.MI
2020-04-09,22.420000076293945,21.6200008392334,21.63999938964844,22.170000076293945,3883229.0,22.099580764770508,STM.MI
2020-04-14,22.420000076293945,21.71999931335449,22.209999084472656,22.09000015258789,4243286.0,22.019834518432614,STM.MI
2020-04-15,22.11000061035156,20.399999618530273,21.979999542236328,20.399999618530273,4164901.0,20.335203170776367,STM.MI
2020-04-16,21.32999992370605,20.459999084472656,21.07999992370605,20.6200008392334,2560688.0,20.554506301879886,STM.MI
2020-04-17,21.739999771118164,21.100000381469727,21.299999237060547,21.38999938964844,4124758.0,21.322057723999023,STM.MI
2020-04-20,21.65999984741211,20.51000022888184,21.61000061035156,21.100000381469727,2423862.0,21.03297996520996,STM.MI
2020-04-21,21.030000686645508,19.649999618530273,20.63999938964844,19.70499992370605,3525158.0,19.642410278320312,STM.MI
2020-04-22,21.530000686645508,20.0,20.57999992370605,21.350000381469727,3658541.0,21.28218650817871,STM.MI
2020-04-23,22.5,21.40999984741211,21.559999465942386,22.36000061035156,3054983.0,22.288976669311523,STM.MI
2020-04-24,23.309999465942386,21.6299991607666,21.670000076293945,22.649999618530273,3651542.0,22.57805633544922,STM.MI
2020-04-27,23.899999618530273,23.20000076293945,23.60000038146973,23.899999618530273,2648463.0,23.824085235595703,STM.MI
2020-04-28,25.04999923706055,23.90999984741211,23.920000076293945,24.290000915527344,3543580.0,24.212846755981445,STM.MI
2020-04-29,24.959999084472656,24.1299991607666,24.290000915527344,24.959999084472656,3231038.0,24.880718231201172,STM.MI
2020-04-30,25.40999984741211,23.709999084472656,25.190000534057614,23.709999084472656,4117819.0,23.63468742370605,STM.MI
2020-05-04,23.07999992370605,22.01000022888184,22.53000068664551,22.43000030517578,3684381.0,22.358755111694336,STM.MI
2020-05-05,23.26000022888184,22.0,23.09000015258789,22.78000068664551,3001938.0,22.70764350891113,STM.MI
2020-05-06,23.209999084472656,22.540000915527344,22.649999618530273,22.90999984741211,1526989.0,22.83723068237305,STM.MI
2020-05-07,23.40999984741211,22.81999969482422,23.07999992370605,23.20000076293945,1932597.0,23.126310348510746,STM.MI
2020-05-08,23.70000076293945,23.270000457763672,23.68000030517578,23.399999618530273,1424394.0,23.32567405700684,STM.MI
2020-05-11,23.6299991607666,22.84000015258789,23.59000015258789,22.8799991607666,2182265.0,22.80732345581055,STM.MI
2020-05-12,23.940000534057614,22.709999084472656,22.739999771118164,23.70000076293945,2335452.0,23.62472152709961,STM.MI
2020-05-13,23.290000915527344,22.76000022888184,23.229999542236328,22.78000068664551,2567180.0,22.70764350891113,STM.MI
2020-05-14,22.70000076293945,21.76000022888184,22.280000686645508,22.270000457763672,2279807.0,22.199262619018555,STM.MI
2020-05-15,23.04999923706055,21.5,22.959999084472656,21.6200008392334,2963287.0,21.551328659057614,STM.MI
